Date,Exchange Rate,US Interest Rate,Turkey Interest Rate,Turkey GDP Growth Rate,Unemployment,Current Account Balance,Inflation Rate Differential,US GDP Growth Rate,Turkey Public Debt ,Unemployment (US),Unemployment Differential
10/10/19,5.8361,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
11/10/19,5.8833,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
14/10/19,5.9276,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
15/10/19,5.9158,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
16/10/19,5.887,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
17/10/19,5.8312,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
18/10/19,5.7896,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
21/10/19,5.8579,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
22/10/19,5.8083,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
23/10/19,5.7354,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
24/10/19,5.7645,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
25/10/19,5.7738,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
28/10/19,5.7314,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
29/10/19,5.7373,2,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
30/10/19,5.7011,1.75,15,9.454,13.9,2.353,6.788802,0.35,2963,3.6,10.3
31/10/19,5.7136,1.75,12.5,9.454,13.9,1.56,6.788802,0.35,2963,3.6,10.3
01/11/19,5.7127,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
04/11/19,5.7384,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
05/11/19,5.7535,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
06/11/19,5.7498,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
07/11/19,5.7526,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
08/11/19,5.7662,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
11/11/19,5.7715,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
12/11/19,5.7769,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
13/11/19,5.7396,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
14/11/19,5.748,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
15/11/19,5.7477,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
18/11/19,5.7357,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
19/11/19,5.699,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
20/11/19,5.6998,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
21/11/19,5.697,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
22/11/19,5.713,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
25/11/19,5.7418,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
26/11/19,5.7593,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
27/11/19,5.7745,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
28/11/19,5.7572,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
29/11/19,5.7504,1.75,12.5,9.454,13.9,1.56,8.510572,0.35,112,3.5,10.4
02/12/19,5.741,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
03/12/19,5.7421,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
04/12/19,5.749,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
05/12/19,5.7486,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
06/12/19,5.7758,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
09/12/19,5.8094,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
10/12/19,5.8054,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
11/12/19,5.8035,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
12/12/19,5.7914,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
13/12/19,5.8061,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
16/12/19,5.8496,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
17/12/19,5.8864,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
18/12/19,5.9269,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
19/12/19,5.9417,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
20/12/19,5.938,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
23/12/19,5.9488,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
24/12/19,5.9498,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
25/12/19,5.9399,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
26/12/19,5.9324,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
27/12/19,5.9494,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
30/12/19,5.9478,1.75,12.5,9.454,13.9,-0.365,9.55096,0.35,-2599,3.5,10.4
31/12/19,5.9511,1.75,10.5,2.623,13.47,-2.798,9.55096,0.35,-2599,3.5,9.97
01/01/20,5.9466,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
02/01/20,5.9574,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
03/01/20,5.9716,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
06/01/20,5.9692,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
07/01/20,5.9724,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
08/01/20,5.9082,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
09/01/20,5.8745,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
10/01/20,5.8808,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
13/01/20,5.8675,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
14/01/20,5.8815,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
15/01/20,5.8751,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
16/01/20,5.8595,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
17/01/20,5.8862,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
20/01/20,5.9156,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
21/01/20,5.938,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
22/01/20,5.9249,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
23/01/20,5.9345,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
24/01/20,5.939,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
27/01/20,5.9438,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
28/01/20,5.9408,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
29/01/20,5.9594,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
30/01/20,5.9696,1.75,10.5,2.623,13.47,-2.798,9.667068,2.1,-1613,3.6,9.87
31/01/20,5.9829,1.75,9.75,2.623,13.47,-1.804,9.667068,2.1,-1613,3.6,9.87
03/02/20,5.985,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
04/02/20,5.9805,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
05/02/20,5.9827,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
06/02/20,5.9878,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
07/02/20,6.0146,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
10/02/20,6.0114,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
11/02/20,6.0153,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
12/02/20,6.0445,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
13/02/20,6.0396,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
14/02/20,6.0587,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
17/02/20,6.0449,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
18/02/20,6.0639,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
19/02/20,6.0832,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
20/02/20,6.0963,1.75,9.75,2.623,13.47,-1.804,10.032506,2.5,-1230,3.5,9.97
21/02/20,6.0953,1.75,9.75,2.623,13.47,-1.804,10.032506,2.5,-1230,3.5,9.97
24/02/20,6.1178,1.75,9.75,2.623,13.47,-1.804,10.032506,2.5,-1230,3.5,9.97
25/02/20,6.1439,1.75,9.75,2.623,13.47,-1.804,10.032506,2.5,-1230,3.5,9.97
26/02/20,6.1581,1.75,9.75,2.623,13.47,-1.804,10.032506,2.8,-1230,3.5,9.97
27/02/20,6.209,1.75,9.75,2.623,13.47,-1.804,10.032506,2.7,-1230,3.5,9.97
28/02/20,6.2469,1.75,9.75,2.623,13.47,-1.804,10.032506,2.6,-1230,3.5,9.97
02/03/20,6.1795,1.75,9.25,2.623,13.47,-1.804,8.54,2.7,-1230,3.5,9.97
03/03/20,6.108,1.25,9.25,2.623,13.47,-1.804,8.54,2.7,-1230,3.5,9.97
04/03/20,6.0772,1.25,9.25,2.623,13.47,-1.804,8.54,2.8,-1230,3.5,9.97
05/03/20,6.1095,1.25,9.25,2.623,13.47,-1.804,8.54,2.7,-1230,3.5,9.97
06/03/20,6.0916,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
09/03/20,6.1467,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
10/03/20,6.1574,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
11/03/20,6.2099,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
12/03/20,6.3169,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
13/03/20,6.3331,1.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
16/03/20,6.4311,0.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
17/03/20,6.3974,0.25,9.25,2.623,13.47,-1.804,8.54,2.9,-1230,3.5,9.97
18/03/20,6.4819,0.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
19/03/20,6.5299,0.25,9.25,2.623,13.47,-1.804,8.54,3.1,-1230,3.5,9.97
