Date,Exchange Rate,US Interest Rate,Turkey Interest Rate,Turkey GDP Growth Rate,Unemployment,Current Account Balance,Inflation Rate Differential,US GDP Growth Rate,Turkey Public Debt ,Unemployment (US),Unemployment Differential
15/09/17,3.4377,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
18/09/17,3.4906,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
19/09/17,3.488,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
20/09/17,3.5041,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
21/09/17,3.5026,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
22/09/17,3.4959,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
25/09/17,3.5496,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
26/09/17,3.5422,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
27/09/17,3.5771,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
28/09/17,3.5594,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
29/09/17,3.5633,1.25,7.25,11.215,10.26,-0.904,8.965536,3.2,-4097,4.2,6.06
02/10/17,3.5676,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
03/10/17,3.5706,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
04/10/17,3.5725,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
05/10/17,3.5846,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
06/10/17,3.6147,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
09/10/17,3.7023,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
10/10/17,3.7111,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
11/10/17,3.6484,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
12/10/17,3.6555,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
13/10/17,3.6351,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
16/10/17,3.6464,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
17/10/17,3.6661,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
18/10/17,3.6767,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
19/10/17,3.646,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
20/10/17,3.671,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
23/10/17,3.7167,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
24/10/17,3.7417,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
25/10/17,3.7676,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
26/10/17,3.8206,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
27/10/17,3.7883,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
30/10/17,3.7842,1.25,7.25,10.128,10.62,-4.424,9.857731,3.5,-2929,4.1,6.52
31/10/17,3.7915,1.25,7.25,10.128,10.62,-3.839,9.857731,3.5,-2929,4.1,6.52
01/11/17,3.813,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
02/11/17,3.7973,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
03/11/17,3.8875,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
06/11/17,3.8291,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
07/11/17,3.8865,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
08/11/17,3.8662,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
09/11/17,3.8677,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
10/11/17,3.8644,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
13/11/17,3.8706,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
14/11/17,3.8862,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
15/11/17,3.8809,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
16/11/17,3.8628,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
17/11/17,3.876,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
20/11/17,3.9289,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
21/11/17,3.9565,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
22/11/17,3.9183,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
23/11/17,3.92,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
24/11/17,3.9553,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
27/11/17,3.9056,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
28/11/17,3.9646,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
29/11/17,3.9617,1.25,7.25,10.128,10.62,-3.839,10.781677,3.5,-3529,4.2,6.42
30/11/17,3.92,1.25,7.25,10.128,10.62,-4.487,10.781677,3.5,-3529,4.2,6.42
01/12/17,3.9139,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
04/12/17,3.8747,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
05/12/17,3.8444,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
06/12/17,3.8501,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
07/12/17,3.8621,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
08/12/17,3.8353,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
11/12/17,3.8364,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
12/12/17,3.8479,1.25,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
13/12/17,3.8121,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
14/12/17,3.887,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
15/12/17,3.8622,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
18/12/17,3.83,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
19/12/17,3.8335,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
20/12/17,3.82,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
21/12/17,3.8184,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
22/12/17,3.8093,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
25/12/17,3.8106,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
26/12/17,3.8086,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
27/12/17,3.8163,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
28/12/17,3.775,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
29/12/17,3.7982,1.5,7.25,10.128,10.62,-4.487,9.810658,3.5,-7260,4.1,6.52
01/01/18,3.791,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
02/01/18,3.7668,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
03/01/18,3.7818,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
04/01/18,3.7481,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
05/01/18,3.7353,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
08/01/18,3.7456,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
09/01/18,3.7696,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
10/01/18,3.7998,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
11/01/18,3.7745,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
12/01/18,3.7489,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
15/01/18,3.7988,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
16/01/18,3.7968,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
17/01/18,3.8186,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
18/01/18,3.7681,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
19/01/18,3.8065,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
22/01/18,3.7752,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
23/01/18,3.7675,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
24/01/18,3.7387,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
25/01/18,3.751,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
26/01/18,3.7514,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
29/01/18,3.7933,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
30/01/18,3.7809,1.5,7.25,2.928,10.34,-7.75,8.275122,2.5,-6954,4.1,6.24
31/01/18,3.7554,1.5,7.25,2.928,10.34,-7.003,8.275122,2.5,-6954,4.1,6.24
01/02/18,3.7316,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
02/02/18,3.7692,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
05/02/18,3.7905,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
06/02/18,3.77,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
07/02/18,3.8046,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
08/02/18,3.8227,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
09/02/18,3.8189,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
12/02/18,3.8005,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
13/02/18,3.8096,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
14/02/18,3.7826,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
15/02/18,3.7644,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
16/02/18,3.7471,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
19/02/18,3.7588,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
20/02/18,3.7986,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
21/02/18,3.7888,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
22/02/18,3.7834,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
23/02/18,3.789,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
26/02/18,3.7861,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
27/02/18,3.8156,1.5,7.25,2.928,10.34,-7.003,8.047335,2.5,-4334,4.1,6.24
28/02/18,3.7992,1.5,7.25,2.928,10.34,-4.506,8.047335,2.5,-4334,4.1,6.24
01/03/18,3.8059,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
02/03/18,3.8076,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
05/03/18,3.8084,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
06/03/18,3.794,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
07/03/18,3.8016,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
08/03/18,3.824,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
09/03/18,3.8125,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
12/03/18,3.8441,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
13/03/18,3.8736,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
14/03/18,3.8797,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
15/03/18,3.8957,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
16/03/18,3.9203,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
19/03/18,3.9363,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
20/03/18,3.9341,1.5,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
21/03/18,3.9093,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
22/03/18,3.935,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
23/03/18,3.9829,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
26/03/18,3.9655,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
27/03/18,3.9818,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
28/03/18,4.0101,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
29/03/18,3.9425,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
30/03/18,3.9553,1.75,7.25,2.928,10.34,-4.506,7.874859,2.5,-4545,4,6.34
02/04/18,3.9725,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
03/04/18,3.9885,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
04/04/18,3.9992,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
05/04/18,4.0516,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
06/04/18,4.0455,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
09/04/18,4.0725,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
10/04/18,4.1124,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
11/04/18,4.136,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
12/04/18,4.11,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
13/04/18,4.0973,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
16/04/18,4.097,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
17/04/18,4.0977,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
18/04/18,4.0084,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
19/04/18,4.0413,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
20/04/18,4.0762,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
23/04/18,4.1083,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
24/04/18,4.0861,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
25/04/18,4.0816,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
26/04/18,4.066,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
27/04/18,4.0426,1.75,7.25,-14.775,10.53,-4.743,8.386786,3.5,-5176,4,6.53
30/04/18,4.0621,1.75,7.25,-14.775,10.53,-5.606,8.386786,3.5,-5176,4,6.53
01/05/18,4.1041,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
02/05/18,4.1775,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
03/05/18,4.2137,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
04/05/18,4.2309,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
07/05/18,4.2681,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
08/05/18,4.3327,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
09/05/18,4.288,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
10/05/18,4.2328,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
11/05/18,4.3157,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
14/05/18,4.367,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
15/05/18,4.4465,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
16/05/18,4.4145,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
17/05/18,4.4606,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
18/05/18,4.4919,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
21/05/18,4.576,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
22/05/18,4.6692,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
23/05/18,4.5761,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
24/05/18,4.7082,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
25/05/18,4.7156,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
28/05/18,4.5837,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
29/05/18,4.5473,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
30/05/18,4.4651,1.75,7.25,-14.775,10.53,-5.606,9.346058,3.5,-5676,3.8,6.73
31/05/18,4.5267,1.75,7.25,-14.775,10.53,-6.172,9.346058,3.5,-5676,3.8,6.73
01/06/18,4.6485,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
04/06/18,4.5911,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
05/06/18,4.5993,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
06/06/18,4.5557,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
07/06/18,4.4842,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
08/06/18,4.4732,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
11/06/18,4.5232,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
12/06/18,4.5969,1.75,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
13/06/18,4.6471,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
14/06/18,4.7266,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
15/06/18,4.7305,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
18/06/18,4.7046,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
19/06/18,4.7407,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
20/06/18,4.7325,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
21/06/18,4.72,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
22/06/18,4.6771,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
25/06/18,4.6818,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
26/06/18,4.6148,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
27/06/18,4.6231,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
28/06/18,4.5847,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
29/06/18,4.5929,2,7.25,-14.775,10.53,-6.172,12.513562,3.5,-3076,4,6.53
02/07/18,4.6163,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
03/07/18,4.6719,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
04/07/18,4.6677,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
05/07/18,4.5921,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
06/07/18,4.574,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
09/07/18,4.7333,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
10/07/18,4.7069,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
11/07/18,4.8757,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
12/07/18,4.856,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
13/07/18,4.8387,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
16/07/18,4.8462,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
17/07/18,4.8044,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
18/07/18,4.7956,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
19/07/18,4.8088,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
20/07/18,4.793,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
23/07/18,4.7414,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
24/07/18,4.8852,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
25/07/18,4.7732,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
26/07/18,4.8648,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
27/07/18,4.8517,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
30/07/18,4.8818,2,16.25,9.356,9.83,-3.019,12.899505,2.9,-2039,3.8,6.03
31/07/18,4.914,2,16.25,9.356,9.83,-2.215,12.899505,2.9,-2039,3.8,6.03
01/08/18,4.9946,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
02/08/18,5.0689,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
03/08/18,5.0818,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
06/08/18,5.3304,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
07/08/18,5.2287,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
08/08/18,5.2789,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
09/08/18,5.5506,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
10/08/18,6.4323,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
13/08/18,6.8838,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
14/08/18,6.3502,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
15/08/18,5.9466,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
16/08/18,5.8341,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
17/08/18,6.0177,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
20/08/18,6.0814,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
21/08/18,6.0758,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
22/08/18,6.0512,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
23/08/18,6.1235,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
24/08/18,6.0058,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
27/08/18,6.1237,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
28/08/18,6.2753,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
29/08/18,6.4687,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
30/08/18,6.6542,2,16.25,9.356,9.83,-2.215,15.19725,2.9,-2551,3.8,6.03
31/08/18,6.5396,2,16.25,9.356,9.83,2.018,15.19725,2.9,-2551,3.8,6.03
03/09/18,6.636,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
04/09/18,6.6712,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
05/09/18,6.6011,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
06/09/18,6.5826,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
07/09/18,6.4089,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
10/09/18,6.4643,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
11/09/18,6.4304,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
12/09/18,6.3447,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
13/09/18,6.0821,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
14/09/18,6.169,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
17/09/18,6.3131,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
18/09/18,6.3845,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
19/09/18,6.2501,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
20/09/18,6.2001,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
21/09/18,6.2907,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
24/09/18,6.153,2,16.25,9.356,9.83,2.018,22.241948,2.9,2708,3.7,6.13
